ANNO_VARIAZIONE;TIPO_VARIAZIONE;COD_COMUNE_OLD;DEN_COMUNE_OLD;COD_COMUNE;DEN_COMUNE;QUERY;AMBITO;AMBITO_SUB
2099;X;015027;Bollate;015027;Bollate;0;;
2099;X;015032;Bresso;015032;Bresso;0;;
2099;X;015035;Bubbiano;015035;Bubbiano;0;;
2099;X;015036;Buccinasco;015036;Buccinasco;0;;
2099;X;015038;Buscate;015038;Buscate;0;;
2099;X;015040;Bussero;015040;Bussero;0;;
2099;X;015041;Busto Garolfo;015041;Busto Garolfo;0;;
2099;X;015042;Calvignasco;015042;Calvignasco;0;;
2099;X;015044;Cambiago;015044;Cambiago;0;;
2099;X;015046;Canegrate;015046;Canegrate;0;;
2099;X;015050;Carpiano;015050;Carpiano;0;;
2099;X;015051;Carugate;015051;Carugate;0;;
2099;X;015055;Casarile;015055;Casarile;0;;
2099;X;015058;Casorezzo;015058;Casorezzo;0;;
2099;X;015059;Cassano d'Adda;015059;Cassano d'Adda;0;;
2099;X;015060;Cassina de' Pecchi;015060;Cassina de' Pecchi;0;;
2099;X;015061;Cassinetta di Lugagnano;015061;Cassinetta di Lugagnano;0;;
2099;X;015062;Castano Primo;015062;Castano Primo;0;;
2099;X;015070;Cernusco sul Naviglio;015070;Cernusco sul Naviglio;0;;
2099;X;015071;Cerro al Lambro;015071;Cerro al Lambro;0;;
2099;X;015072;Cerro Maggiore;015072;Cerro Maggiore;0;;
2099;X;015074;Cesano Boscone;015074;Cesano Boscone;0;;
2099;X;015076;Cesate;015076;Cesate;0;;
2099;X;015077;Cinisello Balsamo;015077;Cinisello Balsamo;0;;
2099;X;015078;Cisliano;015078;Cisliano;0;;
2099;X;015081;Cologno Monzese;015081;Cologno Monzese;0;;
2099;X;015082;Colturano;015082;Colturano;0;;
2099;X;015085;Corbetta;015085;Corbetta;0;;
2099;X;015086;Cormano;015086;Cormano;0;;
2099;X;015087;Cornaredo;015087;Cornaredo;0;;
2099;X;015093;Corsico;015093;Corsico;0;;
2099;X;015096;Cuggiono;015096;Cuggiono;0;;
2099;X;015097;Cusago;015097;Cusago;0;;
2099;X;015098;Cusano Milanino;015098;Cusano Milanino;0;;
2099;X;015099;Dairago;015099;Dairago;0;;
2099;X;015101;Dresano;015101;Dresano;0;;
2099;X;015103;Gaggiano;015103;Gaggiano;0;;
2099;X;015105;Garbagnate Milanese;015105;Garbagnate Milanese;0;;
2099;X;015106;Gessate;015106;Gessate;0;;
2099;X;015108;Gorgonzola;015108;Gorgonzola;0;;
2099;X;015110;Grezzago;015110;Grezzago;0;;
2099;X;015112;Gudo Visconti;015112;Gudo Visconti;0;;
2099;X;015113;Inveruno;015113;Inveruno;0;;
2099;X;015114;Inzago;015114;Inzago;0;;
2099;X;015115;Lacchiarella;015115;Lacchiarella;0;;
2099;X;015116;Lainate;015116;Lainate;0;;
2099;X;015118;Legnano;015118;Legnano;0;;
2099;X;015122;Liscate;015122;Liscate;0;;
2099;X;015125;Locate di Triulzi;015125;Locate di Triulzi;0;;
2099;X;015130;Magenta;015130;Magenta;0;;
2099;X;015131;Magnago;015131;Magnago;0;;
2099;X;015134;Marcallo con Casone;015134;Marcallo con Casone;0;;
2099;X;015136;Masate;015136;Masate;0;;
2099;X;015139;Mediglia;015139;Mediglia;0;;
2099;X;015140;Melegnano;015140;Melegnano;0;;
2099;X;015142;Melzo;015142;Melzo;0;;
2099;X;015144;Mesero;015144;Mesero;0;;
2099;X;015146;Milano;015146;Milano;0;;
2099;X;015150;Morimondo;015150;Morimondo;0;;
2099;X;015151;Motta Visconti;015151;Motta Visconti;0;;
2099;X;015154;Nerviano;015154;Nerviano;0;;
2099;X;015155;Nosate;015155;Nosate;0;;
2099;X;015157;Novate Milanese;015157;Novate Milanese;0;;
2099;X;015158;Noviglio;015158;Noviglio;0;;
2099;X;015159;Opera;015159;Opera;0;;
2099;X;015164;Ossona;015164;Ossona;0;;
2099;X;015165;Ozzero;015165;Ozzero;0;;
2099;X;015166;Paderno Dugnano;015166;Paderno Dugnano;0;;
2099;X;015167;Pantigliate;015167;Pantigliate;0;;
2099;X;015168;Parabiago;015168;Parabiago;0;;
2099;X;015169;Paullo;015169;Paullo;0;;
2099;X;015170;Pero;015170;Pero;0;;
2099;X;015171;Peschiera Borromeo;015171;Peschiera Borromeo;0;;
2099;X;015172;Pessano con Bornago;015172;Pessano con Bornago;0;;
2099;X;015173;Pieve Emanuele;015173;Pieve Emanuele;0;;
2099;X;015175;Pioltello;015175;Pioltello;0;;
2099;X;015176;Pogliano Milanese;015176;Pogliano Milanese;0;;
2099;X;015177;Pozzo d'Adda;015177;Pozzo d'Adda;0;;
2099;X;015178;Pozzuolo Martesana;015178;Pozzuolo Martesana;0;;
2099;X;015179;Pregnana Milanese;015179;Pregnana Milanese;0;;
2099;X;015181;Rescaldina;015181;Rescaldina;0;;
2099;X;015182;Rho;015182;Rho;0;;
2099;X;015183;Robecchetto con Induno;015183;Robecchetto con Induno;0;;
2099;X;015184;Robecco sul Naviglio;015184;Robecco sul Naviglio;0;;
2099;X;015185;Rodano;015185;Rodano;0;;
2099;X;015188;Rosate;015188;Rosate;0;;
2099;X;015189;Rozzano;015189;Rozzano;0;;
2099;X;015191;San Colombano al Lambro;015191;San Colombano al Lambro;0;;
2099;X;015192;San Donato Milanese;015192;San Donato Milanese;0;;
2099;X;015194;San Giorgio su Legnano;015194;San Giorgio su Legnano;0;;
2099;X;015195;San Giuliano Milanese;015195;San Giuliano Milanese;0;;
2099;X;015200;Santo Stefano Ticino;015200;Santo Stefano Ticino;0;;
2099;X;015201;San Vittore Olona;015201;San Vittore Olona;0;;
2099;X;015202;San Zenone al Lambro;015202;San Zenone al Lambro;0;;
2099;X;015204;Sedriano;015204;Sedriano;0;;
2099;X;015205;Segrate;015205;Segrate;0;;
2099;X;015206;Senago;015206;Senago;0;;
2099;X;015209;Sesto San Giovanni;015209;Sesto San Giovanni;0;;
2099;X;015210;Settala;015210;Settala;0;;
2099;X;015211;Settimo Milanese;015211;Settimo Milanese;0;;
2099;X;015213;Solaro;015213;Solaro;0;;
2099;X;015219;Trezzano Rosa;015219;Trezzano Rosa;0;;
2099;X;015220;Trezzano sul Naviglio;015220;Trezzano sul Naviglio;0;;
2099;X;015221;Trezzo sull'Adda;015221;Trezzo sull'Adda;0;;
2099;X;015222;Tribiano;015222;Tribiano;0;;
2099;X;015224;Truccazzano;015224;Truccazzano;0;;
2099;X;015226;Turbigo;015226;Turbigo;0;;
2099;X;015229;Vanzago;015229;Vanzago;0;;
2099;X;015230;Vaprio d'Adda;015230;Vaprio d'Adda;0;;
2099;X;015236;Vernate;015236;Vernate;0;;
2099;X;015237;Vignate;015237;Vignate;0;;
2099;X;015242;Vimodrone;015242;Vimodrone;0;;
2099;X;015243;Vittuone;015243;Vittuone;0;;
2099;X;015244;Vizzolo Predabissi;015244;Vizzolo Predabissi;0;;
2099;X;015247;Zibido San Giacomo;015247;Zibido San Giacomo;0;;
2099;X;015248;Villa Cortese;015248;Villa Cortese;0;;
2099;X;015249;Vanzaghello;015249;Vanzaghello;0;;
2099;X;015250;Baranzate;015250;Baranzate;0;;
2099;X;015251;Vermezzo con Zelo;015251;Vermezzo con Zelo;0;;
2019;ES;015235;Vermezzo;015251;Vermezzo con Zelo;0;;
2019;ES;015246;Zelo Surrigone;015251;Vermezzo con Zelo;0;;
2099;X;016001;Adrara San Martino;016001;Adrara San Martino;0;;
2099;X;016002;Adrara San Rocco;016002;Adrara San Rocco;0;;
2099;X;016003;Albano Sant'Alessandro;016003;Albano Sant'Alessandro;0;;
2099;X;016004;Albino;016004;Albino;0;;
2099;X;016005;Almè;016005;Almè;0;;
2099;X;016006;Almenno San Bartolomeo;016006;Almenno San Bartolomeo;0;;
2099;X;016007;Almenno San Salvatore;016007;Almenno San Salvatore;0;;
2099;X;016008;Alzano Lombardo;016008;Alzano Lombardo;0;;
2099;X;016009;Ambivere;016009;Ambivere;0;;
2099;X;016010;Antegnate;016010;Antegnate;0;;
2099;X;016011;Arcene;016011;Arcene;0;;
2099;X;016012;Ardesio;016012;Ardesio;0;;
2099;X;016013;Arzago d'Adda;016013;Arzago d'Adda;0;;
2099;X;016014;Averara;016014;Averara;0;;
2099;X;016015;Aviatico;016015;Aviatico;0;;
2099;X;016016;Azzano San Paolo;016016;Azzano San Paolo;0;;
2099;X;016017;Azzone;016017;Azzone;0;;
2099;X;016018;Bagnatica;016018;Bagnatica;0;;
2099;X;016019;Barbata;016019;Barbata;0;;
2099;X;016020;Bariano;016020;Bariano;0;;
2099;X;016021;Barzana;016021;Barzana;0;;
2099;X;016022;Bedulita;016022;Bedulita;0;;
2099;X;016023;Berbenno;016023;Berbenno;0;;
2099;X;016024;Bergamo;016024;Bergamo;0;;
2099;X;016025;Berzo San Fermo;016025;Berzo San Fermo;0;;
2099;X;016026;Bianzano;016026;Bianzano;0;;
2099;X;016027;Blello;016027;Blello;0;;
2099;X;016028;Bolgare;016028;Bolgare;0;;
2099;X;016029;Boltiere;016029;Boltiere;0;;
2099;X;016030;Bonate Sopra;016030;Bonate Sopra;0;;
2099;X;016031;Bonate Sotto;016031;Bonate Sotto;0;;
2099;X;016032;Borgo di Terzo;016032;Borgo di Terzo;0;;
2099;X;016033;Bossico;016033;Bossico;0;;
2099;X;016034;Bottanuco;016034;Bottanuco;0;;
2099;X;016035;Bracca;016035;Bracca;0;;
2099;X;016036;Branzi;016036;Branzi;0;;
2099;X;016037;Brembate;016037;Brembate;0;;
2099;X;016038;Brembate di Sopra;016038;Brembate di Sopra;0;;
2099;X;016040;Brignano Gera d'Adda;016040;Brignano Gera d'Adda;0;;
2099;X;016041;Brumano;016041;Brumano;0;;
2099;X;016042;Brusaporto;016042;Brusaporto;0;;
2099;X;016043;Calcinate;016043;Calcinate;0;;
2099;X;016044;Calcio;016044;Calcio;0;;
2099;X;016046;Calusco d'Adda;016046;Calusco d'Adda;0;;
2099;X;016047;Calvenzano;016047;Calvenzano;0;;
2099;X;016048;Camerata Cornello;016048;Camerata Cornello;0;;
2099;X;016049;Canonica d'Adda;016049;Canonica d'Adda;0;;
2099;X;016050;Capizzone;016050;Capizzone;0;;
2099;X;016051;Capriate San Gervasio;016051;Capriate San Gervasio;0;;
2099;X;016052;Caprino Bergamasco;016052;Caprino Bergamasco;0;;
2099;X;016053;Caravaggio;016053;Caravaggio;0;;
2099;X;016055;Carobbio degli Angeli;016055;Carobbio degli Angeli;0;;
2099;X;016056;Carona;016056;Carona;0;;
2099;X;016057;Carvico;016057;Carvico;0;;
2099;X;016058;Casazza;016058;Casazza;0;;
2099;X;016059;Casirate d'Adda;016059;Casirate d'Adda;0;;
2099;X;016060;Casnigo;016060;Casnigo;0;;
2099;X;016061;Cassiglio;016061;Cassiglio;0;;
2099;X;016062;Castelli Calepio;016062;Castelli Calepio;0;;
2099;X;016063;Castel Rozzone;016063;Castel Rozzone;0;;
2099;X;016064;Castione della Presolana;016064;Castione della Presolana;0;;
2099;X;016065;Castro;016065;Castro;0;;
2099;X;016066;Cavernago;016066;Cavernago;0;;
2099;X;016067;Cazzano Sant'Andrea;016067;Cazzano Sant'Andrea;0;;
2099;X;016068;Cenate Sopra;016068;Cenate Sopra;0;;
2099;X;016069;Cenate Sotto;016069;Cenate Sotto;0;;
2099;X;016070;Cene;016070;Cene;0;;
2099;X;016071;Cerete;016071;Cerete;0;;
2099;X;016072;Chignolo d'Isola;016072;Chignolo d'Isola;0;;
2099;X;016073;Chiuduno;016073;Chiuduno;0;;
2099;X;016074;Cisano Bergamasco;016074;Cisano Bergamasco;0;;
2099;X;016075;Ciserano;016075;Ciserano;0;;
2099;X;016076;Cividate al Piano;016076;Cividate al Piano;0;;
2099;X;016077;Clusone;016077;Clusone;0;;
2099;X;016078;Colere;016078;Colere;0;;
2099;X;016079;Cologno al Serio;016079;Cologno al Serio;0;;
2099;X;016080;Colzate;016080;Colzate;0;;
2099;X;016081;Comun Nuovo;016081;Comun Nuovo;0;;
2099;X;016082;Corna Imagna;016082;Corna Imagna;0;;
2099;X;016083;Cortenuova;016083;Cortenuova;0;;
2099;X;016084;Costa di Mezzate;016084;Costa di Mezzate;0;;
2099;X;016085;Costa Valle Imagna;016085;Costa Valle Imagna;0;;
2099;X;016086;Costa Volpino;016086;Costa Volpino;0;;
2099;X;016087;Covo;016087;Covo;0;;
2099;X;016088;Credaro;016088;Credaro;0;;
2099;X;016089;Curno;016089;Curno;0;;
2099;X;016090;Cusio;016090;Cusio;0;;
2099;X;016091;Dalmine;016091;Dalmine;0;;
2099;X;016092;Dossena;016092;Dossena;0;;
2099;X;016093;Endine Gaiano;016093;Endine Gaiano;0;;
2099;X;016094;Entratico;016094;Entratico;0;;
2099;X;016096;Fara Gera d'Adda;016096;Fara Gera d'Adda;0;;
2099;X;016097;Fara Olivana con Sola;016097;Fara Olivana con Sola;0;;
2099;X;016098;Filago;016098;Filago;0;;
2099;X;016099;Fino del Monte;016099;Fino del Monte;0;;
2099;X;016100;Fiorano al Serio;016100;Fiorano al Serio;0;;
2099;X;016101;Fontanella;016101;Fontanella;0;;
2099;X;016102;Fonteno;016102;Fonteno;0;;
2099;X;016103;Foppolo;016103;Foppolo;0;;
2099;X;016104;Foresto Sparso;016104;Foresto Sparso;0;;
2099;X;016105;Fornovo San Giovanni;016105;Fornovo San Giovanni;0;;
2099;X;016106;Fuipiano Valle Imagna;016106;Fuipiano Valle Imagna;0;;
2099;X;016107;Gandellino;016107;Gandellino;0;;
2099;X;016108;Gandino;016108;Gandino;0;;
2099;X;016109;Gandosso;016109;Gandosso;0;;
2099;X;016110;Gaverina Terme;016110;Gaverina Terme;0;;
2099;X;016111;Gazzaniga;016111;Gazzaniga;0;;
2099;X;016113;Ghisalba;016113;Ghisalba;0;;
2099;X;016114;Gorlago;016114;Gorlago;0;;
2099;X;016115;Gorle;016115;Gorle;0;;
2099;X;016116;Gorno;016116;Gorno;0;;
2099;X;016117;Grassobbio;016117;Grassobbio;0;;
2099;X;016118;Gromo;016118;Gromo;0;;
2099;X;016119;Grone;016119;Grone;0;;
2099;X;016120;Grumello del Monte;016120;Grumello del Monte;0;;
2099;X;016121;Isola di Fondra;016121;Isola di Fondra;0;;
2099;X;016122;Isso;016122;Isso;0;;
2099;X;016123;Lallio;016123;Lallio;0;;
2099;X;016124;Leffe;016124;Leffe;0;;
2099;X;016125;Lenna;016125;Lenna;0;;
2099;X;016126;Levate;016126;Levate;0;;
2099;X;016127;Locatello;016127;Locatello;0;;
2099;X;016128;Lovere;016128;Lovere;0;;
2099;X;016129;Lurano;016129;Lurano;0;;
2099;X;016130;Luzzana;016130;Luzzana;0;;
2099;X;016131;Madone;016131;Madone;0;;
2099;X;016132;Mapello;016132;Mapello;0;;
2099;X;016133;Martinengo;016133;Martinengo;0;;
2099;X;016134;Mezzoldo;016134;Mezzoldo;0;;
2099;X;016135;Misano di Gera d'Adda;016135;Misano di Gera d'Adda;0;;
2099;X;016136;Moio de' Calvi;016136;Moio de' Calvi;0;;
2099;X;016137;Monasterolo del Castello;016137;Monasterolo del Castello;0;;
2099;X;016139;Montello;016139;Montello;0;;
2099;X;016140;Morengo;016140;Morengo;0;;
2099;X;016141;Mornico al Serio;016141;Mornico al Serio;0;;
2099;X;016142;Mozzanica;016142;Mozzanica;0;;
2099;X;016143;Mozzo;016143;Mozzo;0;;
2099;X;016144;Nembro;016144;Nembro;0;;
2099;X;016145;Olmo al Brembo;016145;Olmo al Brembo;0;;
2099;X;016146;Oltre il Colle;016146;Oltre il Colle;0;;
2099;X;016147;Oltressenda Alta;016147;Oltressenda Alta;0;;
2099;X;016148;Oneta;016148;Oneta;0;;
2099;X;016149;Onore;016149;Onore;0;;
2099;X;016150;Orio al Serio;016150;Orio al Serio;0;;
2099;X;016151;Ornica;016151;Ornica;0;;
2099;X;016152;Osio Sopra;016152;Osio Sopra;0;;
2099;X;016153;Osio Sotto;016153;Osio Sotto;0;;
2099;X;016154;Pagazzano;016154;Pagazzano;0;;
2099;X;016155;Paladina;016155;Paladina;0;;
2099;X;016156;Palazzago;016156;Palazzago;0;;
2099;X;016157;Palosco;016157;Palosco;0;;
2099;X;016158;Parre;016158;Parre;0;;
2099;X;016159;Parzanica;016159;Parzanica;0;;
2099;X;016160;Pedrengo;016160;Pedrengo;0;;
2099;X;016161;Peia;016161;Peia;0;;
2099;X;016162;Pianico;016162;Pianico;0;;
2099;X;016163;Piario;016163;Piario;0;;
2099;X;016164;Piazza Brembana;016164;Piazza Brembana;0;;
2099;X;016165;Piazzatorre;016165;Piazzatorre;0;;
2099;X;016166;Piazzolo;016166;Piazzolo;0;;
2099;X;016167;Pognano;016167;Pognano;0;;
2099;X;016168;Ponte Nossa;016168;Ponte Nossa;0;;
2099;X;016169;Ponteranica;016169;Ponteranica;0;;
2099;X;016170;Ponte San Pietro;016170;Ponte San Pietro;0;;
2099;X;016171;Pontida;016171;Pontida;0;;
2099;X;016172;Pontirolo Nuovo;016172;Pontirolo Nuovo;0;;
2099;X;016173;Pradalunga;016173;Pradalunga;0;;
2099;X;016174;Predore;016174;Predore;0;;
2099;X;016175;Premolo;016175;Premolo;0;;
2099;X;016176;Presezzo;016176;Presezzo;0;;
2099;X;016177;Pumenengo;016177;Pumenengo;0;;
2099;X;016178;Ranica;016178;Ranica;0;;
2099;X;016179;Ranzanico;016179;Ranzanico;0;;
2099;X;016180;Riva di Solto;016180;Riva di Solto;0;;
2099;X;016182;Rogno;016182;Rogno;0;;
2099;X;016183;Romano di Lombardia;016183;Romano di Lombardia;0;;
2099;X;016184;Roncobello;016184;Roncobello;0;;
2099;X;016185;Roncola;016185;Roncola;0;;
2099;X;016186;Rota d'Imagna;016186;Rota d'Imagna;0;;
2099;X;016187;Rovetta;016187;Rovetta;0;;
2099;X;016188;San Giovanni Bianco;016188;San Giovanni Bianco;0;;
2099;X;016189;San Paolo d'Argon;016189;San Paolo d'Argon;0;;
2099;X;016190;San Pellegrino Terme;016190;San Pellegrino Terme;0;;
2099;X;016191;Santa Brigida;016191;Santa Brigida;0;;
2099;X;016193;Sarnico;016193;Sarnico;0;;
2099;X;016194;Scanzorosciate;016194;Scanzorosciate;0;;
2099;X;016195;Schilpario;016195;Schilpario;0;;
2099;X;016196;Sedrina;016196;Sedrina;0;;
2099;X;016197;Selvino;016197;Selvino;0;;
2099;X;016198;Seriate;016198;Seriate;0;;
2099;X;016199;Serina;016199;Serina;0;;
2099;X;016200;Solto Collina;016200;Solto Collina;0;;
2099;X;016201;Songavazzo;016201;Songavazzo;0;;
2099;X;016202;Sorisole;016202;Sorisole;0;;
2099;X;016203;Sotto il Monte Giovanni XXIII;016203;Sotto il Monte Giovanni XXIII;0;;
2099;X;016204;Sovere;016204;Sovere;0;;
2099;X;016205;Spinone al Lago;016205;Spinone al Lago;0;;
2099;X;016206;Spirano;016206;Spirano;0;;
2099;X;016207;Stezzano;016207;Stezzano;0;;
2099;X;016208;Strozza;016208;Strozza;0;;
2099;X;016209;Suisio;016209;Suisio;0;;
2099;X;016210;Taleggio;016210;Taleggio;0;;
2099;X;016211;Tavernola Bergamasca;016211;Tavernola Bergamasca;0;;
2099;X;016212;Telgate;016212;Telgate;0;;
2099;X;016213;Terno d'Isola;016213;Terno d'Isola;0;;
2099;X;016214;Torre Boldone;016214;Torre Boldone;0;;
2099;X;016215;Torre de' Busi;016215;Torre de' Busi;0;;
2018;AP;097080;Torre de' Busi;016215;Torre de' Busi;0;;
2099;X;016216;Torre de' Roveri;016216;Torre de' Roveri;0;;
2099;X;016217;Torre Pallavicina;016217;Torre Pallavicina;0;;
2099;X;016218;Trescore Balneario;016218;Trescore Balneario;0;;
2099;X;016219;Treviglio;016219;Treviglio;0;;
2099;X;016220;Treviolo;016220;Treviolo;0;;
2099;X;016221;Ubiale Clanezzo;016221;Ubiale Clanezzo;0;;
2099;X;016222;Urgnano;016222;Urgnano;0;;
2099;X;016223;Valbondione;016223;Valbondione;0;;
2099;X;016224;Valbrembo;016224;Valbrembo;0;;
2099;X;016225;Valgoglio;016225;Valgoglio;0;;
2099;X;016226;Valleve;016226;Valleve;0;;
2099;X;016227;Valnegra;016227;Valnegra;0;;
2099;X;016229;Valtorta;016229;Valtorta;0;;
2099;X;016230;Vedeseta;016230;Vedeseta;0;;
2099;X;016232;Verdellino;016232;Verdellino;0;;
2099;X;016233;Verdello;016233;Verdello;0;;
2099;X;016234;Vertova;016234;Vertova;0;;
2099;X;016235;Viadanica;016235;Viadanica;0;;
2099;X;016236;Vigano San Martino;016236;Vigano San Martino;0;;
2099;X;016237;Vigolo;016237;Vigolo;0;;
2099;X;016238;Villa d'Adda;016238;Villa d'Adda;0;;
2099;X;016239;Villa d'Almè;016239;Villa d'Almè;0;;
2099;X;016240;Villa di Serio;016240;Villa di Serio;0;;
2099;X;016241;Villa d'Ogna;016241;Villa d'Ogna;0;;
2099;X;016242;Villongo;016242;Villongo;0;;
2099;X;016243;Vilminore di Scalve;016243;Vilminore di Scalve;0;;
2099;X;016244;Zandobbio;016244;Zandobbio;0;;
2099;X;016245;Zanica;016245;Zanica;0;;
2099;X;016246;Zogno;016246;Zogno;0;;
2099;X;016247;Costa Serina;016247;Costa Serina;0;;
2099;X;016248;Algua;016248;Algua;0;;
2099;X;016249;Cornalba;016249;Cornalba;0;;
2099;X;016250;Medolago;016250;Medolago;0;;
2099;X;016251;Solza;016251;Solza;0;;
2099;X;016252;Sant'Omobono Terme;016252;Sant'Omobono Terme;0;;
2014;ES;016192;Sant'Omobono Terme;016252;Sant'Omobono Terme;0;;
2014;ES;016228;Valsecca;016252;Sant'Omobono Terme;0;;
2099;X;016253;Val Brembilla;016253;Val Brembilla;0;;
2014;ES;016039;Brembilla;016253;Val Brembilla;0;;
2014;ES;016112;Gerosa;016253;Val Brembilla;0;;
2099;X;017001;Acquafredda;017001;Acquafredda;0;;
2099;X;017002;Adro;017002;Adro;0;;
2099;X;017003;Agnosine;017003;Agnosine;0;;
2099;X;017004;Alfianello;017004;Alfianello;0;;
2099;X;017005;Anfo;017005;Anfo;0;;
2099;X;017006;Angolo Terme;017006;Angolo Terme;0;;
2099;X;017007;Artogne;017007;Artogne;0;;
2099;X;017008;Azzano Mella;017008;Azzano Mella;0;;
2099;X;017009;Bagnolo Mella;017009;Bagnolo Mella;0;;
2099;X;017010;Bagolino;017010;Bagolino;0;;
2099;X;017011;Barbariga;017011;Barbariga;0;;
2099;X;017012;Barghe;017012;Barghe;0;;
2099;X;017013;Bassano Bresciano;017013;Bassano Bresciano;0;;
2099;X;017014;Bedizzole;017014;Bedizzole;0;;
2099;X;017015;Berlingo;017015;Berlingo;0;;
2099;X;017016;Berzo Demo;017016;Berzo Demo;0;;
2099;X;017017;Berzo Inferiore;017017;Berzo Inferiore;0;;
2099;X;017018;Bienno;017018;Bienno;0;;
2016;ES;017154;Prestine;017018;Bienno;0;;
2099;X;017019;Bione;017019;Bione;0;;
2099;X;017020;Borgo San Giacomo;017020;Borgo San Giacomo;0;;
2099;X;017021;Borgosatollo;017021;Borgosatollo;0;;
2099;X;017022;Borno;017022;Borno;0;;
2099;X;017023;Botticino;017023;Botticino;0;;
2099;X;017024;Bovegno;017024;Bovegno;0;;
2099;X;017025;Bovezzo;017025;Bovezzo;0;;
2099;X;017026;Brandico;017026;Brandico;0;;
2099;X;017027;Braone;017027;Braone;0;;
2099;X;017028;Breno;017028;Breno;0;;
2099;X;017029;Brescia;017029;Brescia;0;;
2099;X;017030;Brione;017030;Brione;0;;
2099;X;017031;Caino;017031;Caino;0;;
2099;X;017032;Calcinato;017032;Calcinato;0;;
2099;X;017033;Calvagese della Riviera;017033;Calvagese della Riviera;0;;
2099;X;017034;Calvisano;017034;Calvisano;0;;
2099;X;017035;Capo di Ponte;017035;Capo di Ponte;0;;
2099;X;017036;Capovalle;017036;Capovalle;0;;
2099;X;017037;Capriano del Colle;017037;Capriano del Colle;0;;
2099;X;017038;Capriolo;017038;Capriolo;0;;
2099;X;017039;Carpenedolo;017039;Carpenedolo;0;;
2099;X;017040;Castegnato;017040;Castegnato;0;;
2099;X;017041;Castelcovati;017041;Castelcovati;0;;
2099;X;017042;Castel Mella;017042;Castel Mella;0;;
2099;X;017043;Castenedolo;017043;Castenedolo;0;;
2099;X;017044;Casto;017044;Casto;0;;
2099;X;017045;Castrezzato;017045;Castrezzato;0;;
2099;X;017046;Cazzago San Martino;017046;Cazzago San Martino;0;;
2099;X;017047;Cedegolo;017047;Cedegolo;0;;
2099;X;017048;Cellatica;017048;Cellatica;0;;
2099;X;017049;Cerveno;017049;Cerveno;0;;
2099;X;017050;Ceto;017050;Ceto;0;;
2099;X;017051;Cevo;017051;Cevo;0;;
2099;X;017052;Chiari;017052;Chiari;0;;
2099;X;017053;Cigole;017053;Cigole;0;;
2099;X;017054;Cimbergo;017054;Cimbergo;0;;
2099;X;017055;Cividate Camuno;017055;Cividate Camuno;0;;
2099;X;017056;Coccaglio;017056;Coccaglio;0;;
2099;X;017057;Collebeato;017057;Collebeato;0;;
2099;X;017058;Collio;017058;Collio;0;;
2099;X;017059;Cologne;017059;Cologne;0;;
2099;X;017060;Comezzano-Cizzago;017060;Comezzano-Cizzago;0;;
2099;X;017061;Concesio;017061;Concesio;0;;
2099;X;017062;Corte Franca;017062;Corte Franca;0;;
2099;X;017063;Corteno Golgi;017063;Corteno Golgi;0;;
2099;X;017064;Corzano;017064;Corzano;0;;
2099;X;017065;Darfo Boario Terme;017065;Darfo Boario Terme;0;;
2099;X;017066;Dello;017066;Dello;0;;
2099;X;017067;Desenzano del Garda;017067;Desenzano del Garda;0;;
2099;X;017068;Edolo;017068;Edolo;0;;
2099;X;017069;Erbusco;017069;Erbusco;0;;
2099;X;017070;Esine;017070;Esine;0;;
2099;X;017071;Fiesse;017071;Fiesse;0;;
2099;X;017072;Flero;017072;Flero;0;;
2099;X;017073;Gambara;017073;Gambara;0;;
2099;X;017074;Gardone Riviera;017074;Gardone Riviera;0;;
2099;X;017075;Gardone Val Trompia;017075;Gardone Val Trompia;0;;
2099;X;017076;Gargnano;017076;Gargnano;0;;
2099;X;017077;Gavardo;017077;Gavardo;0;;
2099;X;017078;Ghedi;017078;Ghedi;0;;
2099;X;017079;Gianico;017079;Gianico;0;;
2099;X;017080;Gottolengo;017080;Gottolengo;0;;
2099;X;017081;Gussago;017081;Gussago;0;;
2099;X;017082;Idro;017082;Idro;0;;
2099;X;017083;Incudine;017083;Incudine;0;;
2099;X;017084;Irma;017084;Irma;0;;
2099;X;017085;Iseo;017085;Iseo;0;;
2099;X;017086;Isorella;017086;Isorella;0;;
2099;X;017087;Lavenone;017087;Lavenone;0;;
2099;X;017088;Leno;017088;Leno;0;;
2099;X;017089;Limone sul Garda;017089;Limone sul Garda;0;;
2099;X;017090;Lodrino;017090;Lodrino;0;;
2099;X;017091;Lograto;017091;Lograto;0;;
2099;X;017092;Lonato del Garda;017092;Lonato del Garda;0;;
2099;X;017093;Longhena;017093;Longhena;0;;
2099;X;017094;Losine;017094;Losine;0;;
2099;X;017095;Lozio;017095;Lozio;0;;
2099;X;017096;Lumezzane;017096;Lumezzane;0;;
2099;X;017097;Maclodio;017097;Maclodio;0;;
2099;X;017098;Magasa;017098;Magasa;0;;
2099;X;017099;Mairano;017099;Mairano;0;;
2099;X;017100;Malegno;017100;Malegno;0;;
2099;X;017101;Malonno;017101;Malonno;0;;
2099;X;017102;Manerba del Garda;017102;Manerba del Garda;0;;
2099;X;017103;Manerbio;017103;Manerbio;0;;
2099;X;017104;Marcheno;017104;Marcheno;0;;
2099;X;017105;Marmentino;017105;Marmentino;0;;
2099;X;017106;Marone;017106;Marone;0;;
2099;X;017107;Mazzano;017107;Mazzano;0;;
