COD_PROGETTO_COMPLESSO;DESCRIZIONE_PROGETTO_COMPLESSO;COD_TIPO_COMPLESSITA;DESCR_TIPO_COMPLESSITA;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
PC00944STA18;NAT2CARE;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00945STA19;BLUEGRASS;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00936STA10;INTERBIKE2;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00946STA20;RETRACKING;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00950STA24;CB_WBL;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00951STA25;HARMO-DATA;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00952STA26;CrossCare;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00953STA27;INTEGRA;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00931STA05;NUVOLAK 2;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00930STA04;ARTE;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00932STA06;BioApp;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00933STA07;CAB;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00934STA08;TRAIN;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00935STA09;MUSE;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00937STA11;LightingSolutions;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00929STA03;SUSGRAPE;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00927STA01;TRANSGLIOMA;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00947STA21;EDUKA2;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00948STA22;MEMORI-net;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00938STA12;MobiTour;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00943STA17;CONA;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00924ATT01;ASSISTENZA TECNICA 01;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01157ATT04;ASSISTENZA TECNICA 04;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01155ATT02;ASSISTENZA TECNICA 02;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01156ATT03;ASSISTENZA TECNICA 03;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01158ATT05;ASSISTENZA TECNICA 05;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01297STR03;SECAP;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01295STR01;NANO-REGION;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01301STR08;GREVISLIM;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01298STR04;CROSSMOBY;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01300STR07;PRIMIS;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01302STR09;VISFRIM;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01299STR06;WALKofPEACE;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01303STR10;CROSSIT SAFER;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01296STR02;DIVA;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01400STR04;MerlinCV;COOP;COOPERAZIONE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00925ITI01;ISONZO-SOÂ¿A;ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC00926ITI02;SALUTE - ZDRAVSTVO;ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014TC16RFCB036;2014-2020;CTE;INTERREG ITA-SLO;0;
PC01599OMIPORTTA;Piastra portuale di Taranto;OMI;Operazioni multi-intervento;2017PPORTTARFSC;2007-2013;FSC;PIASTRA PORTUALE DI TARANTO;0;
;;;;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
PC015032014IT16RFOP017SUSIPC;Progetto di Innovazione Urbana (PIU) di Poggibonsi e Colle Val dÂ¿Elsa - CITTA'+CITTA';SUSI;SVILUPPO URBANO SOSTENIBILE INTEGRATO;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
PC015002014IT16RFOP017SUSILU;Progetto di Innovazione Urbana (PIU) di Lucca - Quartieri social_SantÂ¿Anna;SUSI;SVILUPPO URBANO SOSTENIBILE INTEGRATO;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
PC015052014IT16RFOP017SUSIRO;Progetto di Innovazione Urbana (PIU) di Rosignano Marittimo - PIU WAYS;SUSI;SVILUPPO URBANO SOSTENIBILE INTEGRATO;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
PC014982014IT16RFOP017SUSIPO;Progetto di Innovazione Urbana (PIU) di Prato - PiÃ¹ Prato;SUSI;SVILUPPO URBANO SOSTENIBILE INTEGRATO;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
PC015012014IT16RFOP017SUSIPI;Progetto di Innovazione Urbana (PIU) di Pisa Â¿ 4 (i) Passi nel Futuro;SUSI;SVILUPPO URBANO SOSTENIBILE INTEGRATO;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
PC015022014IT16RFOP017SUSIEM;Progetto di Innovazione Urbana (PIU) di Empoli - HOPE Â¿ Home Of People and Equality;SUSI;SVILUPPO URBANO SOSTENIBILE INTEGRATO;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
PC015042014IT16RFOP017SUSICE;Progetto di Innovazione Urbana (PIU) di Cecina - AllenaMente;SUSI;SVILUPPO URBANO SOSTENIBILE INTEGRATO;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
PC015062014IT16RFOP017SUSIMM;Progetto di Innovazione Urbana (PIU) di Montemurlo e Montale - M+M;SUSI;SVILUPPO URBANO SOSTENIBILE INTEGRATO;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
PC01353BUL;Grande Progetto Banda Ultra Larga;BUL;Sviluppo delle reti a banda ultralarga;2014IT16RFOP017;2014-2020;FESR;POR TOSCANA FESR;0;
;;;;2014TC16RFCB033;2014-2020;CTE;INTERREG ITA-FRA MARITIME;0;
;;;;2007IT162PO002;2007-2013;FESR;POR CRO FESR EMILIA ROMAGNA;0;
;;;;2014IT05M2OP002;2014-2020;FESR-FSE;PON GOVERNANCE;0;
;;;;2017POCGOVERN01;2014-2020;POC;POC GOVERNANCE;0;
;;;;2014IT16M2OP004;2014-2020;FESR-FSE;PON METRO;0;
;;;;2014IT16M2OP003;2014-2020;FESR-FSE;PON LEGALITA';0;
;;;;2017POCCTE;2014-2020;POC;POC CTE;0;
;;;;CISFOGGIAFSC;2014-2020;FSC;CIS FOGGIA;0;
;;;;2014IT05M9OP001;2014-2020;YEI-FSE;PON INIZIATIVA OCCUPAZIONE GIOVANI;0;
;;;;2007IT051PO004;2007-2013;FSE;POR CONV FSE BASILICATA;0;
53;Occupazione;7;Piano Azione Coesione;2007IT051PO004;2007-2013;FSE;POR CONV FSE BASILICATA;0;
;;;;2007IT052PO009;2007-2013;FSE;POR CRO FSE PA BOLZANO;0;
;;;;2007IT052PO009:::2016BOXXXPAC00;2007-2013;FSE;POR CRO FSE PA BOLZANO:::PROGRAMMA PAC P.A. BOLZANO;0;
;;;;2007IT161PO009;2007-2013;FESR;POR CONV FESR CAMPANIA;0;
;;;;2007IT051PO001;2007-2013;FSE;POR CONV FSE CAMPANIA;0;
;;;;2007IT161PO009:::2012CAXXXPAC00;2007-2013;FESR;POR CONV FESR CAMPANIA:::PROGRAMMA PAC CAMPANIA;0;
;;;;2012CAXXXPAC00;2007-2013;POC;PAC CAMPANIA;0;
CA001;AmericaÃÂ¿s Cup World Series (ACWS) a Napoli 2012-2013;6;Progetto cointestato;2007IT161PO009;2007-2013;FESR;POR CONV FESR CAMPANIA;0;
;;;;2007IT051PO002;2007-2013;FSE;POR CONV FSE CALABRIA;0;
;;;;2007IT161PO008;2007-2013;FESR;POR CONV FESR CALABRIA;0;
;;;;2007CL001FA008;2007-2013;FSC;PRA CALABRIA;0;
;;;;2012CLXXXPAC00;2007-2013;POC;PAC CALABRIA;0;
;;;;2007IT001FAOS6;2007-2013;FSC;ODS CALABRIA;0;
;;;;2014IT16M2OP006;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
PC01273ITI-CAL-PISL-11;11.PISL Â¿Distretti in rete: Energia, Ambiente e Sistemi Produttivi della Bioedilizia, del Legno e dell'Agroalimentare della provincia di Reggio CalabriaÂ¿;ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014IT16M2OP006;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
PC01274ITI-CAL-PISL-13;"13.PISL ""Monte Poro Serre Vibonesi""";ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014IT16M2OP006;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
PC01265ITI-CAL-PISL-1;1.PISL Â¿L'anima del territorio e le sue forme: la forza della tradizione nell'era della globalizzazioneÂ¿;ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014IT16M2OP006;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
PC01272ITI-CAL-PISL-10;"10.PISL Â¿Percorsi produttivi, nuove opportunitÃ  per nuove PMI""";ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014IT16M2OP006;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
;;;;2017POCCALABR1;2014-2020;POC;POC CALABRIA;0;
PC01271ITI-CAL-PISL-9;9.PISL Â¿S.I.L.A. Sviluppo Innovazione, Lavoro e AmbienteÂ¿;ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014IT16M2OP006;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
;;;;2016PATTIMIL;2014-2020;FSC;PATTO MILANO;0;
;;;;2018MATERAFSC;2014-2020;FSC;MATERA CAPITALE DELLA CULTURA 2019;0;
;;;;2016PATTIRC;2014-2020;FSC;PATTO REGGIO CALABRIA;0;
;;;;COMMTARANTOFSC;2014-2020;FSC;CIS AREA DI TARANTO;0;
;;;;2007IT052PO002;2007-2013;FSE;POR CRO FSE EMILIA ROMAGNA;0;
;;;;2007IT052PO003;2007-2013;FSE;POR CRO FSE FRIULI VENEZIA GIULIA;0;
;;;;2013FVGXXPAC00;2007-2013;POC;PAC FRIULI VENEZIA GIULIA;0;
;;;;2007IT052PO004;2007-2013;FSE;POR CRO FSE LAZIO;0;
;;;;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00741ARIEFP1518/4;OPERATORE DEL LEGNO - SV LEV - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00771ARIEFP1518-SV-VALB/1;OPERATORE DELLA RISTORAZIONE - SV VALB - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00868AG2016BLUECO/3;SALITE A BORDO - - NUOVE OPPORTUNITA' DI LAVORO NELL'ECONOMIA DEL MARE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00910ARSV16 - 732/1;"ESSENZIALE ""ESSENZa socIALE"" - Interventi integrati per favorire l'inserimento socio-lavorativo di soggetti a rischio di emarginazione sociale ""AbilitÃ  al Plurale""";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00900ARSP16-732/2;L'operazione Controvento vuole arricchire l'accoglienza turistica basata sulla varietÃ  morfologica e culturale del territorio ,sviluppando forme di accoglienza socialmente responsabile e inclusiva per il viaggiatore e per chi nel territorio trova la sua occasione di inserimento provenendo da situazioni di esclusione sociale.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00866AG2016BLUECO/1;PORTI E OCCUPAZIONE BLU;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00770ARIEFP1518/33;OPERATORE MECCANICO - GE - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00981ARGE16-732/5;DORI - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00867AG2016BLUECO/2;BLUE PLATFORM;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00913ARSV16 - 732/3;"ATTIVIAMOCI - LO SPORT E LA CULTURA PER LA PROMOZIONE DELLA CITTADINANZA ATTIVA - Interventi integrati per favorire l'inserimento socio-lavorativo di soggetti a rischio di emarginazione sociale ""AbilitÃ  al Plurale""";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01033ARGE16-732/6;P.U.L.C.E. Per Una LibertÃ  Consapevole ed Emancipata - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01032ARGE16-732/7;F.OR.T.I. - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00914ARSV16 - 732/4;"LUOGHI DELL'IMMAGINAZIONE - Interventi integrati per favorire l'inserimento socio-lavorativo di soggetti a rischio di emarginazione sociale ""AbilitÃ  al Plurale""";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00915ARGE16-1046/2;COLLOCHIAMO TIGULLIO - MISURA 1- GE2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00740ARIEFP1518/3;OPERATORE EDILE - SV LEV - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00911ARGE16-1046/3;COLLOCHIAMO GENOVA - MISURA 1 - GE1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00902ARSP16-732/5;"Il progetto tramite l'attivitÃ  teatrale integra disabili con normodotati e risponde all'esigenza del carcere di ""occupare"" il tempo dei detenuti in attivitÃ  dense di significato sociale e culturale. Cerca inoltre di migliorare la qualitÃ  del dialogo tra padri e figli all'interno del carcere.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00912ARGE16-1046/4;OVER 40 SI PUO' - MISURA 2 - GE 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00899ARSP16-732/1;L'operazione si pone l'obiettivo di fornire l'integrazione socio - lavorativa di soggetti appartenenti alle aree 1 - 2 - 3 - 4 e 5 attraverso la realizzazione di progetti di sviluppo occupazionale quali creazione di una cooperativa sociale e inserimenti lavorativi nelle imprese partner dell'operazione.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00916ARSV16 - 732/2;"SAVONA CITTA' DEI PAPI E DELLA SOLIDARIETA' -Interventi integrati per favorire l'inserimento socio-lavorativo di soggetti a rischio di emarginazione sociale ""AbilitÃ  al Plurale""";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00901ARSP16-732/4;"Percorsi legati alla ceramica e alla pittura che verranno proposti da professionisti del settore ed affermati artisti. Le attivitÃ  troveranno il loro coronamento e la ""connessione"" con la cittÃ  attraverso eventi appositamente pensati (mostre, eventi, ecc...)";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00991ARSP16-732/3;"L'operazione intende organizzare occasioni di soggiorni turistici e culturali, attivitÃ  di trekking per adulti e ragazzi con autismo; mira a coinvolgere giovani volotari, coetanei con cui condividere le attivitÃ  ed educatori che avranno il ruolo di facilitatori.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00869AG2016BLUECO/4;HospItality Resources;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00664AG2015DIS/4;Specialize Your Life;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00870AG2016BLUECO/5;READY TO BOARD;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00874AG2016BLUECO/9;BLUE THINKING PROFESSIONALS;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00872AG2016BLUECO/7;SVILUPPO TURISTICO PER UNA ADEGUATA RICETTIVITA';OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00876AG2016BLUECO/11;BLU SAVONA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00875AG2016BLUECO/10;Servizi di informazione nel turismo marittimo costiero e di assistenza nel comparto portuale;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00665AG2015DIS/6;Laboratorio Artigianale di Cucina - Percorsi integrati sperimentali;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00877AG2016BLUECO/12;ARCO BLU;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00871AG2016BLUECO/6;WORK IN BLUE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00873AG2016BLUECO/8;SMART LOGISTIC;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00878AG2016BLUECO/13;MARE LIGUSTICUM - Un mare di opportunitÃ ;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00917ARIM16-1046/1;LAVOR-anta - MISURA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00667AG2015DIS/10;Integrazione Individuo-Lavoro: una risorsa per il territorio;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00922ARIM16-1046/3;COLLOCHIAMO IMPERIA - MISURA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00992ARSP16-1046/1;"L'operazione intende attivare misure di politica attiva ; le azioni da sviluppare consistono nell'attivazione di percorsi occupazionali a favore dei soggetti over 40.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00923ARIM16-1046/2;OVER 40 si puÃ² - MISURA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00993ARSP16-1046/2;"L'obiettivo dell'operazione Ãš supportare l'utente nella definizione di un progetto professionale ; in tal senso l'ATS metterÃ  in campo la propria capacitÃ  di fare rete per poter svolgere un effetto moltiplicatore sulle occasioni di lavoro per gli utenti presi in carico.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00918ARSV16-1046/1;L'ETA' DEL VALORE Percorsi occupazionali per favorire l'inserimento lavorativo delle persone con piÃ¹ di 40 anni di etÃ .;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00921ARSV16-1046/3;LAVOR-ANTA Percorsi occupazionali per favorire l'inserimento lavorativo delle persone con piÃ¹ di 40 anni di etÃ ;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00666AG2015DIS/8;Building Together;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00919ARSV16-1046/4;OVER 40 SI PUO' Percorsi occupazionali per favorire l'inserimento lavorativo delle persone con piÃ¹ di 40 anni di etÃ ;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00920ARSV16-1046/2;COLLOCHIAMO SAVONA Percorsi occupazionali per favorire l'inserimento lavorativo delle persone con piÃ¹ di 40 anni di etÃ ;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00998ARSP16-1046/3;L'operazione intende seguire approcci di tipo multiprofessionale utilizzando gli strumenti disponibili nell'articolazione dell'invito, combinandoli nella realizzazione di percorsi individuali in grado di influire positivamente sul profilo di occupabilitÃ  delle persone che parteciperanno al progetto.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00908RLLM16DGR876/2;Funzionamento centri per l'impiego;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00909ARGE16-1046/1;L'ETA' DEL VALORE - MISURA 1 - GE1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01001ARIM17-254/1;AFFIDABILITA' E QUALITA' DEL SERVIZIO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00668AG2015DIS/11;AttivitÃ  per integrazione socio lavorativa - H2.O Energy;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00994ARIM17-254/2;CRESCERE E DIFFERENZIARE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00995ARIM17-254/3;SPECIALIZZARSI PER COGLIERE LE OPPORTUNITA' OFFERTE DAL MERCATO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00996ARIM17-254/4;ORGANIZZAZIONE E GESTIONE DELLE STRUTTURE PER ANZIANI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00997ARIM17-254/5;AGGIORNAMENTO OPERATORI CAT CENTRI ASSISTENZA TECNICA SETTORE TERMOIDRAULICA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00999ARIEFP1720-GEMET-RIB/1;OP. AI SERVIZI DI PROMOZIONE E ACCOGLIENZA - GE Metropolitano - IEFP TRIENNALE 2017-20;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01000ARGE16-732/8;ARETE': POSSIBILITA' IN GIOCO - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00669AG2015DIS/12;H2.0 Plus - AttivitÃ  inserimento lavorativo disabili nel MDL - Att professionalizzante individualizzata modulare;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01015AG2016BLUECO/14;BLU OLTREMARE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01016ARGE17-254/2;Master in progettazione e gestione dei progetti europei - B3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
