OC_COD_CICLO;OC_DESCR_CICLO;OC_CODICE_PROGRAMMA;OC_DESCRIZIONE_PROGRAMMA;OC_ARTICOLAZIONE_PROGRAMMA;OC_COD_ARTICOLAZ_PROGRAMMA;OC_DESCR_ARTICOLAZ_PROGRAMMA;OC_SUBARTICOLAZIONE_PROGRAMMA;OC_COD_SUBARTICOLAZ_PROGRAMMA;OC_DESCR_SUBARTICOLAZ_PROGRAMMA;QUERY;NOTE
1;Ciclo di programmazione 2007-2013;FSCCOMUNI;RISORSE FSC ASSEGNATE AI COMUNI;LINEA;4;Turismo, cultura e valorizzazione risorse naturali;AZIONE;2;Valorizzazione del patrimonio culturale;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;C;ISTRUZIONE E FORMAZIONE;OBIETTIVO SPECIFICO;C.2.1;Innalzamento dei livelli di competenze, di parteci;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;A;OCCUPAZIONE;OBIETTIVO SPECIFICO;A.2.1;Aumentare l'occupazione dei giovani;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;D;CAPACITÃ ISTITUZIONALE E AMMINISTRATIVA;OBIETTIVO SPECIFICO;D.1.2;Miglioramento delle prestazioni della pubblica amm;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;B;INCLUSIONE SOCIALE E LOTTA ALLA POVERTÃ;OBIETTIVO SPECIFICO;B.2.1;Aumento/consolidamento/qualificazione dei servizi;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;E;ASSISTENZA TECNICA;OBIETTIVO SPECIFICO;E.1.1;Sostenere l'esecuzione del programma operativo nel;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;A;OCCUPAZIONE;OBIETTIVO SPECIFICO;A.1.1;Ridurre il numero dei disoccupati di lunga durata;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;C;ISTRUZIONE E FORMAZIONE;OBIETTIVO SPECIFICO;C.3.1;Accrescimento delle competenze della forza lavoro;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;C;ISTRUZIONE E FORMAZIONE;OBIETTIVO SPECIFICO;C.3.2;Qualificazione dell'offerta di istruzione e formaz;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;D;CAPACITÃ ISTITUZIONALE E AMMINISTRATIVA;OBIETTIVO SPECIFICO;D.1.1;Aumento della trasparenza e interoperabilitÃ , e d;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;B;INCLUSIONE SOCIALE E LOTTA ALLA POVERTÃ;OBIETTIVO SPECIFICO;B.1.1;Incremento dell'occupabilitÃ  e della partecipazio;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;A;OCCUPAZIONE;OBIETTIVO SPECIFICO;A.4.1;Favorire la permanenza al lavoro e la ricollocazio;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;A;OCCUPAZIONE;OBIETTIVO SPECIFICO;A.3.1;Aumentare l'occupazione femminile;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;C;ISTRUZIONE E FORMAZIONE;OBIETTIVO SPECIFICO;C.3.3;Diffusione della societÃ  della conoscenza nel mon;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;A;OCCUPAZIONE;OBIETTIVO SPECIFICO;A.5.1;Migliorare l'efficacia e la qualitÃ  dei servizi a;0;
2;Ciclo di programmazione 2014-2020;2014IT05SFOP015;POR FSE TOSCANA;ASSE;C;ISTRUZIONE E FORMAZIONE;OBIETTIVO SPECIFICO;C.1.1;Riduzione del fallimento formativo precoce e della;0;
1;Ciclo di programmazione 2007-2013;FSCCOMUNI;RISORSE FSC ASSEGNATE AI COMUNI;LINEA;1;Infrastrutture;AZIONE;1;Infrastrutture di trasporto ferroviario e stradale;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB036;PROGRAMMA FESR INTERREG ITALIA-SLOVENIA;ASSE;1;Promoting innovation capacities for a more competitive area;OBIETTIVO SPECIFICO;1.1;Strengthen the cooperation among key actors to pro;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB036;PROGRAMMA FESR INTERREG ITALIA-SLOVENIA;ASSE;4;Enhancing capacity building and cross-border governance;OBIETTIVO SPECIFICO;4.1;Strengthen the institutional cooperation capacity;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB036;PROGRAMMA FESR INTERREG ITALIA-SLOVENIA;ASSE;2;Cooperating for implementation of low carbon strategies and;OBIETTIVO SPECIFICO;2.1;Promotion of implementation of strategies and acti;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB036;PROGRAMMA FESR INTERREG ITALIA-SLOVENIA;ASSE;3;Protecting and promoting natural and cultural resources;OBIETTIVO SPECIFICO;3.1;Conserving, protecting, restoring, and developing;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB036;PROGRAMMA FESR INTERREG ITALIA-SLOVENIA;ASSE;3;Protecting and promoting natural and cultural resources;OBIETTIVO SPECIFICO;3.2;Enhance the integrated management of ecosystems fo;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB036;PROGRAMMA FESR INTERREG ITALIA-SLOVENIA;ASSE;3;Protecting and promoting natural and cultural resources;OBIETTIVO SPECIFICO;3.3;Development and the testing of innovative environm;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB036;PROGRAMMA FESR INTERREG ITALIA-SLOVENIA;ASSE;5;Technical Assistance;OBIETTIVO SPECIFICO;5.1;To ensure the efficient management and implementat;0;
1;Ciclo di programmazione 2007-2013;2017PPORTTARFSC;PIASTRA PORTUALE DI TARANTO;LINEA;1;Infrastrutture;AZIONE;4;Infrastrutture portuali;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;4;SOSTENERE LA TRANSIZIONE VERSO UN'ECONOMIA A BASSA EMISSIONE;OBIETTIVO SPECIFICO;RA4.1;Riduzione dei consumi energetici negli edifici e n;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;6;URBANO;OBIETTIVO SPECIFICO;RA9.6;Aumento della legalitÃ  nelle aree ad alta esclusi;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;6;URBANO;OBIETTIVO SPECIFICO;RA9.3;Aumento/ consolidamento/ qualificazione dei serviz;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;6;URBANO;OBIETTIVO SPECIFICO;RA4.6;Aumento della mobilitÃ  sostenibile nelle aree urb;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;6;URBANO;OBIETTIVO SPECIFICO;RA4.1;Riduzione dei consumi energetici negli edifici e n;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;1;RAFFORZARE LA RICERCA, LO SVILUPPO TECNOLOGICO E L'INNOVAZIO;OBIETTIVO SPECIFICO;RA1.1;Incremento dell'attivitÃ  di innovazione delle imp;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;3;PROMUOVERE LA COMPETITIVITÃ DELLE PMI;OBIETTIVO SPECIFICO;RA3.4;Incremento del livello di internazionalizzazione d;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;1;RAFFORZARE LA RICERCA, LO SVILUPPO TECNOLOGICO E L'INNOVAZIO;OBIETTIVO SPECIFICO;RA1.4;Aumento dell'incidenza di specializzazioni innovat;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;3;PROMUOVERE LA COMPETITIVITÃ DELLE PMI;OBIETTIVO SPECIFICO;RA3.1;Rilancio della propensione agli investimenti del s;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;4;SOSTENERE LA TRANSIZIONE VERSO UN'ECONOMIA A BASSA EMISSIONE;OBIETTIVO SPECIFICO;RA4.6;Aumento della mobilitÃ  sostenibile nelle aree urb;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;4;SOSTENERE LA TRANSIZIONE VERSO UN'ECONOMIA A BASSA EMISSIONE;OBIETTIVO SPECIFICO;RA4.2;Riduzione dei consumi energetici e delle emissioni;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;5;PRESERVARE E TUTELARE L'AMBIENTE E PROMUOVERE L'USO EFFICIEN;OBIETTIVO SPECIFICO;RA6.7;Miglioramento delle condizioni e degli standard di;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;1;RAFFORZARE LA RICERCA, LO SVILUPPO TECNOLOGICO E L'INNOVAZIO;OBIETTIVO SPECIFICO;RA1.5;Potenziamento della capacitÃ  di sviluppare l'ecce;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;2;MIGLIORARE L'ACCESSO ALLE TECNOLOGIE DELL'INFORMAZIONE E DEL;OBIETTIVO SPECIFICO;RA2.1;Riduzione dei divari digitali nei territori e diff;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;7;ASSISTENZA TECNICA;OBIETTIVO SPECIFICO;RAAT;Garantire piÃ¹ elevati livelli di efficienza ed ef;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;2;MIGLIORARE L'ACCESSO ALLE TECNOLOGIE DELL'INFORMAZIONE E DEL;OBIETTIVO SPECIFICO;RA2.2;Digitalizzazione dei processi amministrativi e dif;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;2;MIGLIORARE L'ACCESSO ALLE TECNOLOGIE DELL'INFORMAZIONE E DEL;OBIETTIVO SPECIFICO;RA2.3;Potenziamento della domanda di ICT di cittadini e;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;3;PROMUOVERE LA COMPETITIVITÃ DELLE PMI;OBIETTIVO SPECIFICO;RA3.5;Nascita e consolidamento delle Micro Piccole e Med;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP017;POR FESR TOSCANA;ASSE;3;PROMUOVERE LA COMPETITIVITÃ DELLE PMI;OBIETTIVO SPECIFICO;RA3.3;Consolidamento, modernizzazione e diversificazione;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;4;Aumento delle opportunitÃ  d'impiego, sostenibile e di quali;OBIETTIVO SPECIFICO;8A.1;Promuovere l'occupazione sostenendo l'autoimprendi;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;2;Protezione e valorizzazione delle risorse naturali e cultura;OBIETTIVO SPECIFICO;5A.1;Migliorare la capacitÃ  delle istituzioni pubblich;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;3;Miglioramento della connessione dei territori e della sosten;OBIETTIVO SPECIFICO;7C.2;Migliorare la sostenibilitÃ  delle attivitÃ  portu;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;2;Protezione e valorizzazione delle risorse naturali e cultura;OBIETTIVO SPECIFICO;5B.1;Migliorare la sicurezza in mare contro i rischi de;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;2;Protezione e valorizzazione delle risorse naturali e cultura;OBIETTIVO SPECIFICO;6C.1;Migliorare l'efficacia delle azioni pubbliche nel;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;1;Promozione della competitivitÃ  delle imprese nelle filiere;OBIETTIVO SPECIFICO;3A.2;Rafforzare il tessuto imprenditoriale delle impres;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;4;Aumento delle opportunitÃ  d'impiego, sostenibile e di quali;OBIETTIVO SPECIFICO;8E.1;Rafforzare il mercato del lavoro transfrontaliero;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;5;Assistenza Tecnica;OBIETTIVO SPECIFICO;5.1;Implementazione efficace delle attivitÃ  di gestio;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;1;Promozione della competitivitÃ  delle imprese nelle filiere;OBIETTIVO SPECIFICO;3D.1;Aumento della competitivitÃ  internazionale delle;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;3;Miglioramento della connessione dei territori e della sosten;OBIETTIVO SPECIFICO;7B.1;Sviluppare sistemi di trasporto multimodali per mi;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;1;Promozione della competitivitÃ  delle imprese nelle filiere;OBIETTIVO SPECIFICO;3A.1;Incrementare il tessuto imprenditoriale delle impr;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;3;Miglioramento della connessione dei territori e della sosten;OBIETTIVO SPECIFICO;7C.1;Migliorare la sostenibilitÃ  dei porti commerciali;0;
2;Ciclo di programmazione 2014-2020;2014TC16RFCB033;PROGRAMMA FESR INTERREG ITALIA-FRANCIA MARITTIMO;ASSE;2;Protezione e valorizzazione delle risorse naturali e cultura;OBIETTIVO SPECIFICO;6C.2;Accrescere la protezione delle acque marine nei po;0;
